,id,date,text,label
23,23,2022-10-20 21:00:32+00:00,"Hebe shirt met roze eenhoorn en geforceerd handgebaar, Sanne (foto onder)Club Sam (foto boven)zaak Hebe.

""U.S. soldier plotted with a satanic neo-Nazi cult to stage ‘murderous ambush’""

""""okay"" hand sign hate symbol.""
https://t.co/PaC2bHQmxo
Roze eenhoorn
https://t.co/ZX3iYXB7L0 HTTP",neutral
24,24,2022-10-20 20:50:20+00:00,@USER ━━ ¡Hebe!,joy
25,25,2022-10-20 20:47:29+00:00,@USER Zo mooi deze foto wat een geborgenheid en liefde straalt deze uit....ik zag er nog eentje gezichtjes naar elkaar toegedraaid en Hebe met wisselende tandjes die sprak mij ook zo aan ...dat verbonden met elkaar mooie meisjes hoop dat ze elkaar troost bieden waar dan ook.,joy
26,26,2022-10-20 20:47:11+00:00,"Als direct het ongeval was opgemerkt (zoals meestal), dan was er niet zoveel drukte over geweest en had een centimeter-klein berichtje in de lokale krant gestaan.  #hebe #sanne Evengoed dramatisch, maar deze ongelukken gebeuren dagelijks.",anger
27,27,2022-10-20 20:42:02+00:00,"@USER @USER Een nachtmerrie voor elke ouder. Zo enorm veel die meeleven, hoop dat ze kracht vinden om dit te verwerken. Prachtige foto💕 R.i.p Sanne en Hebe.🙏🏼",joy
28,28,2022-10-20 20:38:23+00:00,"Wanneer je liefde geeft en als een Engel naar de hemel gaat, bedenk dat je iets goed hebt achtergelaten …

Lieve Sanne en Hebe,
Rust zacht 💜💖💜💖 #sannehebe #sanne #hebe",joy
29,29,2022-10-20 20:27:12+00:00,"😢😢
Alleen snelle hulpverlening had Hebe (10) en Sanne (26) kunnen redden HTTP via @USER",neutral
30,30,2022-10-20 20:23:13+00:00,@USER heb je mooi omschreven en ik zag deze foto en de rillingen liepen over me lichaam. en dit raakt mij ook zo intens. En hoop dat ze niet veel hebben gemerkt. rust zacht live Sanne en Hebe ❤️,joy
31,31,2022-10-20 20:19:40+00:00,@USER Zo verdrietig. Rust zacht Sanne en Hebe. Gecondoleerd voor de nabestaanden.,joy
32,32,2022-10-20 20:10:31+00:00,"Vanmorgen onderweg in de auto, mooie woorden van Mattie Valk @USER over de dramatische afloop van Sanne en Hebe 
Met als afsluiting fix you van Coldplay 
💖💔 😥

https://t.co/KQfqC0LvbG",joy
33,33,2022-10-20 20:06:00+00:00,@USER hebe,neutral
34,34,2022-10-20 20:03:59+00:00,huhhh die hebe had al een huis wat aandacht vroeg voor haar ingewikkelde zorgsituatie? Zijn er meer van dit soort huizen of is dit puur toeval? I mean kan dit toeval zijn?,neutral
35,35,2022-10-20 20:02:14+00:00,@USER Heel jammer dat Sanne en Hebe overleden gegaan en zijn ouders zijn erg ongerust en begeleiding/sters zijn ook erg verdrietig!,anger
36,36,2022-10-20 20:00:49+00:00,"Geen vangrail, geen getuigen en geen bereik: dood Hebe en Sanne lijkt dramatische speling van het lot HTTP HTTP",anger
37,37,2022-10-20 19:59:44+00:00,"Sanne en Hebe: 
‘Alleen snel ingrijpen had ze kunnen redden’ HTTP",neutral
38,38,2022-10-20 19:59:14+00:00,"De tekst  vond ik nu even minder interessant. De foto’s daarentegen van beide dames spreken boekdelen. Deze twee mensen horen voor altijd bij elkaar. Samen. 

‘Hebe was voor Sanne een cadeautje, ze deed het werk vol liefde’ HTTP #telegraafpremium via @USER",joy
39,39,2022-10-20 19:55:55+00:00,"@USER Ik hoop ook zo dat ze niks gemerkt hebben , denk t niet als je de auto zag geloof ik niet dat ze er veel van mee gekregen hebben. Maar zo triest en hoe kan niemand daar niets merken 😭 rust zacht lieve Sanne en hebe",fear
40,40,2022-10-20 19:53:47+00:00,Politie twijfelt niet: lichamen in Kia Picanto in water bij snelweg Den Bosch zijn van Hebe en Sanne HTTP,neutral
41,41,2022-10-20 19:52:15+00:00,Vaker ongevallen op ongeluksplek #Sanne en #Hebe: waarom is er geen #vangrail? HTTP,neutral
42,42,2022-10-20 19:48:18+00:00,"@USER @USER Ik denk dat het reëel is om deze risico’s te scharen onder de bekende dagelijkse risico’s in ‘de wereld’. Zie bv. Sanne en Hebe. Er zullen altijd mensen te hard blijven rijden, door rood rijden, de gordel niet om doen, maar zelfs als je je gedraagt comform de regels/",anger
43,43,2022-10-20 19:44:57+00:00,"Rijkswaterstaat zag sporen Hebe en Sanne eerder al, maar ondernam geen actie omdat ze oud leken 
 HTTP",neutral
44,44,2022-10-20 19:44:40+00:00,"@USER Ik vind het nog steeds een apart verhaal. Zeker omdat alleen die ""beste vriend"" on de media komt.

Rip Hebe en Sanne",anger
45,45,2022-10-20 19:42:35+00:00,"“Die twee waren een liefdevol plaatje samen”: familie, vrienden en bekenden rouwen om onafscheidelijke Sanne en Hebe HTTP",joy
46,46,2022-10-20 19:40:41+00:00,Rust zacht lieve #Hebe en lieve #Sanne! Hopelijk zijn jullie samen! Er wordt aan jullie gedacht💫🕊❤️ HTTP,joy
47,47,2022-10-20 19:39:18+00:00,"Vrienden eren overleden begeleidster Sanne: “Hebe was voor haar een cadeautje, ze deed het werk vol liefde” HTTP HTTP",joy
48,48,2022-10-20 19:34:40+00:00,"Liefde, zorg 

Wat me uit de spaarzame berichten raakt, in een tijd waarin de menselijke maat zo vaak uit beeld is, zijn de toewijding, zorg en liefde tussen deze twee mensen; Sanne en Hebe.

Geknakt in de knop.

Kyrie Eleison HTTP",anger
49,49,2022-10-20 19:30:07+00:00,"Hebe en Sanne, gevonden. Wat 'n ramp.....",anger
50,50,2022-10-20 19:24:57+00:00,@USER Slaap zacht lieve Sanne en Hebe 🙏🏻❤️,joy
51,51,2022-10-20 19:19:58+00:00,"Zeker vier keer eerder auto in het water op gevaarlijk knooppunt Empel, waar Hebe en Sanne verongelukten HTTP",anger
52,52,2022-10-20 19:17:08+00:00,@USER @USER Toch ligt er vandaag een hele berg bloemen bij de woning van de ouder(s) van Hebe. Die vooralsnog niet in het stuk voorkomen. Dat voelt vreemd maar kan een keuze zijn.,neutral
53,53,2022-10-20 19:15:21+00:00,"Rust zacht lieve Sanne en Hebe 🥀🕯
Ik heb sanne ontmoet 5 jaar geleden op vrijwilligerswerk in frankrijk en zij leefde voor haar werk en was zo lief voor alle cliënten.
Heel veel sterkte en liefde naar alle nabestaande ❤️ HTTP",joy
54,54,2022-10-20 19:13:44+00:00,Vaker ongevallen op ongeluksplek Sanne en Hebe: waarom is er geen vangrail? HTTP,neutral
55,55,2022-10-20 19:09:22+00:00,Netwerkstoring heeft mogelijk een rol gespeeld in lange zoektocht naar Hebe en Sanne #WNL HTTP,neutral
56,56,2022-10-20 19:07:02+00:00,@USER Het terugvinden van Sanne en Hebe!,joy
57,57,2022-10-20 19:04:27+00:00,"Deze foto en die foto in de auto stralen zo veel warmte uit. Wat een mooie mensen. 
😢😢😢

“Hebe was voor Sanne een cadeautje, ze deed het werk vol liefde” HTTP",joy
58,58,2022-10-20 18:58:01+00:00,Tranen en knuffels bij herdenkingsplek voor Hebe en Sanne HTTP,joy
59,59,2022-10-20 18:57:54+00:00,"Hopelijk neemt iedereen die de afgelopen dagen beeldmateriaal van #Hebe en #Sanne heeft gedeeld om te helpen, de moeite om dit ook zsm weer te verwijderen.

Ook daarmee help je familie en nabestaanden. ✊🏽❤️",joy
60,60,2022-10-20 18:55:21+00:00,"Jammer om hier geld uit te slaan   ’Hebe was voor Sanne een cadeautje, ze deed het werk vol liefde’ HTTP #telegraafpremium via @USER",joy
61,61,2022-10-20 18:52:53+00:00,"Nu #trending via @USER Geen vangrail, geen getuigen en geen bereik: dood Hebe en Sanne lijkt dramatische speling lot HTTP",anger
62,62,2022-10-20 18:52:37+00:00,@USER Rust zacht voor Hebe en Sanne 🕯🕯🙏🙏wat een enorm verdriet,joy
63,63,2022-10-20 18:51:15+00:00,Hebe (10) en Sanne (26) dood teruggevonden: zo verliep dagenlange zoektocht HTTP,neutral
64,64,2022-10-20 18:50:45+00:00,"Twee lichamen aangetroffen in auto, politie “twijfelt er niet aan” dat het Hebe en Sanne zijn HTTP",neutral
65,65,2022-10-20 18:50:42+00:00,"Zeker vier keer eerder auto in het water op gevaarlijk knooppunt Empel, waar Hebe en Sanne verongelukten- super politie had deze lokatie dan kunnen weten maar deden het tegenovergestelde!  HTTP",anger
66,66,2022-10-20 18:48:55+00:00,"#Vught, #DenBosch - Reacties op overlijden Hebe en Sanne: ‘Dank voor de enorme opkomst van afgelopen dagen’ HTTP",joy
67,67,2022-10-20 18:45:55+00:00,@USER @USER @USER 'Met het vinden van Sanne en Hebe zijn we niet klaar met ons onderzoek' - HTTP bevestigd het inderdaad,neutral
68,68,2022-10-20 18:42:46+00:00,"Veel sterkte voor de nabestaanden van Hebe en Sanne...

#Hebe
#Sanne",joy
69,69,2022-10-20 18:42:24+00:00,Een vangrail ook!!!! Politie over noodlottig ongeval: ‘Alleen heel snel ingrijpen had Hebe en Sanne kunnen redden’ HTTP via @USER,anger
70,70,2022-10-20 18:40:57+00:00,"Zeker vier keer eerder auto in het water op gevaarlijk knooppunt #Empel, waar #Hebe en #Sanne verongelukten HTTP",anger
71,71,2022-10-20 18:40:54+00:00,"De intensieve zoektocht naar Sanne en Hebe afgelopen dagen kwam triest tot een einde.

SRO (Samenwerkende Reddingshonden Organisatie) zocht gisteren.
Vanmorgen zouden wij RWO met 7 vrijwilligster en 4 zoekhonden helpen zoeken, als de beide vermisten nog niet gevonden zouden zijn. HTTP",neutral
72,72,2022-10-20 18:36:39+00:00,"Ga eerst maar eens snelheidscontroles uitvoeren op het aanrijstuk van de A59 (tussen West en knooppunt). Geldt ook voor A2. Let ook goed op slingerende vrachtwagens.
RT: Veiligheid knooppunt Empel ter discussie na ongeval Sanne en Hebe HTTP #dtvnieuws",neutral
73,73,2022-10-20 18:32:27+00:00,CPV coördineert zoeken Hebe en Sanne -  HTTP HTTP heturkerland,neutral
74,74,2022-10-20 18:32:21+00:00,"Dagenlange zoektocht ten einde: zo werden Hebe en Sanne gevonden
https://t.co/90HYkRBjQ8",joy
75,75,2022-10-20 18:32:09+00:00,"Vaker ongevallen op ongeluksplek Sanne en Hebe: waarom is er geen vangrail?
https://t.co/NPY8r7CoO3",neutral
76,76,2022-10-20 18:30:22+00:00,Politie gaat uit van noodlottig ongeval Hebe en Sanne: ’Alleen snelle redding had kunnen helpen’ HTTP,anger
77,77,2022-10-20 18:30:14+00:00,"Dagenlange zoektocht ten einde: zo werden Hebe en Sanne gevonden 
https://t.co/5EdCAiUWC1",joy
78,78,2022-10-20 18:27:09+00:00,"Nieuws gemist? Sanne en Hebe door noodlottig ongeval overleden • Hek wéér vernield, Ton is ten einde raad HTTP",neutral
79,79,2022-10-20 18:26:37+00:00,"Nieuws gemist? Sanne en Hebe door noodlottig ongeval overleden • Hek wéér vernield, Ton is ten einde raad HTTP",neutral
80,80,2022-10-20 18:26:21+00:00,"4 x eerder, maar hé de weg veiliger maken! Geen reden voor! Dat zegt de expert. Kneitergek! 

Zeker vier keer eerder auto in het water op gevaarlijk knooppunt Empel, waar Hebe en Sanne verongelukten HTTP",anger
81,81,2022-10-20 18:24:01+00:00,‘Met het vinden van Sanne en Hebe zijn we niet klaar met ons onderzoek’ HTTP HTTP,joy
82,82,2022-10-20 18:23:06+00:00,"@USER Nee die andere dame, die het had over Sanne en Hebe, over dat Sanne de moeder was en haar beste vriend de vader, dat wazige verhaal",anger
83,83,2022-10-20 18:20:47+00:00,"Vaker ongevallen op ongeluksplek Sanne en Hebe: waarom is er geen vangrail?
https://t.co/4mA3racZki   daar heeft de ⁦@VVD⁩ geen geld voor #bezuinigen",anger
84,84,2022-10-20 18:19:24+00:00,"’Hebe was voor Sanne een cadeautje, ze deed het werk vol liefde’ HTTP #telegraafpremium via @USER wat zijn er toch een hoop debielen in dit land met hun bedreigingen!!!",joy
85,85,2022-10-20 18:14:48+00:00,"Geen vangrail, geen getuigen en geen bereik: dood Hebe en Sanne lijkt dramatische speling lot HTTP #telegraafpremium via @USER bereik. Over paallocatie. Zoals een politiechef op tv zei kan kilometers….25 km verschillen
Zal Ernst L blij mee zijn",anger
86,86,2022-10-20 18:14:03+00:00,"Zeker vier keer eerder auto in het water op gevaarlijk knooppunt Empel, waar Hebe en Sanne verongelukten HTTP",anger
87,87,2022-10-20 18:13:27+00:00,Och och 😢 Vergeefse zoektocht naar Hebe en Sanne kwam mogelijk door netwerkstoring HTTP,anger
88,88,2022-10-20 18:11:52+00:00,"Video | Bloemen en knuffels bij herdenkingsplek voor Hebe en SanneMay 30, 2019 at 02:44PM @USER",neutral
89,89,2022-10-20 18:09:30+00:00,#sannehebe Wat een tragedie. RIP Sanne en Hebe,joy
90,90,2022-10-20 18:08:01+00:00,'Met het vinden van #Sanne en #Hebe zijn we niet klaar met ons onderzoek' HTTP via @USER,neutral
91,91,2022-10-20 18:05:15+00:00,"""Politie neemt aan dat Hebe (10) en Sanne (26) zijn omgekomen door noodlottig ongeval.""

😢

https://t.co/9Bwi18AjV4",anger
92,92,2022-10-20 18:04:44+00:00,Bloemen en knuffels bij herdenkingsplek voor Hebe en Sanne HTTP,joy
93,93,2022-10-20 18:04:44+00:00,Bloemen en knuffels bij herdenkingsplek voor Hebe en Sanne HTTP,joy
94,94,2022-10-20 18:02:58+00:00,"Ik hoop uit de grond van mijn hart dat Hebe &amp; Sanne niet te véél pijn hebben gehad... En dat ze nu ergens, hoog boven in de hemel, gewoon samen gelukkig zijn 💫😢❤",fear
95,95,2022-10-20 18:01:57+00:00,CPV coördineert zoeken Hebe en Sanne -  HTTP HTTP,neutral
96,96,2022-10-20 18:00:52+00:00,"Heeft Willem Engel eigenlijk al het eenzijdige ongeluk van Sanne en Hebe geclaimd als gevolg van de Coronavaccinaties?

Zo niet, dan zal het wel niet lang meer duren lijkt me.",anger
97,97,2022-10-20 18:00:32+00:00,"@USER Misschien idee om auto's uit te rusten met zuustof fles? En water detectie alarm systeem zodat iemand de eerste belangrijkste uren kan overleven? 
Dit naar aanleiding van ongeluk Hebe Zwart en Sanne Bos",neutral
98,98,2022-10-20 17:57:42+00:00,Politie gaat uit van noodlottig ongeval #Sanne en #Hebe: ‘Alleen snel ingrijpen had ze kunnen redden’ HTTP,anger
99,99,2022-10-20 17:57:20+00:00,"@USER @USER Het misbruiken van overlijdens gevallen etc. Zoals vandaag ook weer van Hebe en Sanne.
Om te kotsen.
En dan heb ik het verder nog niet eens over ON, oftewel FvD, het fascisten clubje bij elkaar. Met een doorgesnoven, complete van het pad af leider, en de blonde roebel........3/4",anger
100,100,2022-10-20 17:55:29+00:00,"De politie gaat ervan uit dat Hebe (10) en haar begeleidster Sanne (26) zijn omgekomen door een ongeval. Er zijn geen aanwijzingen voor een misdrijf volgens het hoofd Operatiën van de politie Oost-Brabant . 
https://t.co/16rriGWI9i",neutral
101,101,2022-10-20 17:52:18+00:00,"Hebe en Sanne zijn gevonden. Helaas niet meer in leven.
Net als zoveel andere Nederlanders, ben ik ontdaan en wens de nabestaanden veel kracht toe in hun verdriet. Maar , Waarom hoor ik niets over het verdriet voor Sanne.?? Haar nabestaanden zullen niet minder treurig zijn.",anger
102,102,2022-10-20 17:52:16+00:00,"HTTP “Ook vragen ze iedereen die foto's en video's van de verongelukte auto heeft verspreid, om die te verwijderen. ""De impact op de families van deze beelden is enorm."" #Hebe #sanne",anger
103,103,2022-10-20 17:51:40+00:00,"@USER Misschien idee om auto's uit te rusten met zuustof fles? En water detectie alarm systeem zodat iemand de eerste belangrijkste uren kan overleven? 
Dit naar aanleiding van ongeluk Hebe Zwart en Sanne Bos",neutral
104,104,2022-10-20 17:51:00+00:00,"Rust zacht Hebe en Sanne, namens politieteam Langstraat

https://t.co/Lmg4JrvxMB HTTP",neutral
105,105,2022-10-20 17:50:34+00:00,"@USER Misschien idee om auto's uit te rusten met zuustof fles? En water detectie alarm systeem zodat iemand de eerste belangrijkste uren kan overleven? 
Dit naar aanleiding van ongeluk Hebe Zwart en Sanne Bos",neutral
106,106,2022-10-20 17:50:33+00:00,"“Hebe was voor Sanne een cadeautje, ze deed het werk vol liefde” HTTP",joy
107,107,2022-10-20 17:50:20+00:00,"Misschien idee om auto's uit te rusten met zuustof fles? En water detectie alarm systeem zodat iemand de eerste belangrijkste uren kan overleven? 
Dit naar aanleiding van ongeluk Hebe Zwart en Sanne Bos",neutral
108,108,2022-10-20 17:47:53+00:00,"Afschuwelijk. Arme meiden.
Geen vangrail, geen getuigen en geen bereik: dood Hebe en Sanne lijkt dramatische speling lot HTTP via @USER",anger
109,109,2022-10-20 17:46:47+00:00,"Wat een droevig nieuws. 
Heel veel sterkte voor familieleden en vrienden met het verwerken van dit enorm tragische verlies. #HebeSanne

Lichamen in auto langs A59 zijn van Hebe (10) en Sanne (26) HTTP",joy
110,110,2022-10-20 17:46:31+00:00,"@USER Misschien wel gezien, maar niet gemeld. Of wel gemeld maar niets mee gedaan. Helaas zijn overal mensen voor en kan dat Hebe en Sanne hun leven hebben gekost.",anger
111,111,2022-10-20 17:45:03+00:00,"Ook ik sta stil, bij de vreselijke ontknoping gisteravond, waarbij Sanne &amp; Hebe zijn gevonden. Wat een ongelofelijk verdrietig einde van 'n 'gewone' autorit. Ik wens de ouders &amp; nabestaanden heel veel licht &amp; liefde toe, 💞🕯️🕯️🙏 HTTP",joy
112,112,2022-10-20 17:43:41+00:00,"Soms heb ik er echt moeite mee als je zo’n bericht leest over de uitkomst van de zoektocht naar, in dit geval, Sanne en Hebe. Niet alleen voor familie maar voor iedereen die aan de zoektocht heeft meegeholpen is het verschrikkelijk om zo’n bericht te horen. Sterkte allemaal.",anger
113,113,2022-10-20 17:40:24+00:00,"Het doet pijn hiernaar te kijken 😭💔 dat ze elkaar maar opnieuw hebben mogen vinden hierboven. Rust zacht lieve #hebe en #sanne, wat een tragedie… #hebesanne HTTP",joy
114,114,2022-10-20 17:39:01+00:00,'Met het vinden van Sanne en Hebe zijn we niet klaar met ons onderzoek' - HTTP,neutral
115,115,2022-10-20 17:37:32+00:00,"Rust zacht Hebe en Sanne, de hemel heeft er twee engeltjes bij. Heel veel sterkte aan de families en allen die jullie lief hebben
#hartverscheurend",joy
116,116,2022-10-20 17:36:04+00:00,Fascinerend (dat bedoel ik niet positief) dat 80% van de mensen die hieronder reageerden toch wel heel ernstig vermoedden of zelfs vrijwel zeker wisten dat deze Mark verantwoordelijk was voor de verdwijning van Sanne en Hebe HTTP,anger
117,117,2022-10-20 17:31:04+00:00,"Een ongeluk is zo gebeurd. Iedereen zit op te letten voor zichzelf en je kan soms rustiger verkeer hebben. Goed mogelijk dat niemand iets zag.
Andere mogelijkheid is dat ze slachtoffer zijn van een achterlijke inhaalactie. Die bestuurder zul je ook niet horen.
#Sanne #Hebe #Empel",anger
118,118,2022-10-20 17:23:49+00:00,"@USER Wat een prachtige foto, ondanks dit drama hoop ik dat ze samen zijn, wachtend op hun familie. *gaat even huilen* 😢. Rust zacht Sanne en Hebe.",joy
119,119,2022-10-20 17:21:36+00:00,@USER Rust zacht Sanne en Hebe 😢🙏 HTTP,joy
120,120,2022-10-20 17:17:59+00:00,OwO 'Met het vinden van Sanne en Hebe zijn we niet kwaaw met ons ondewzoek' HTTP (　'◟ '),neutral
121,121,2022-10-20 17:17:53+00:00,'Met het vinden van Sanne en Hebe zijn we niet klaar met ons onderzoek' HTTP,joy
122,122,2022-10-20 17:15:47+00:00,"O“Eén ding weet ik zeker: Sanne reed niet bewust de gracht in”: beste vriend getuigt na dodelijke afloop bij verdwijning Hebe (10) en Sanne (26) 
 HTTP",anger
123,123,2022-10-20 17:15:20+00:00,Voor #Hebe en Sanne. 😥💕 HTTP,joy
124,124,2022-10-20 17:14:09+00:00,Politie gaat uit van noodlottig ongeval Sanne en Hebe: ‘Alleen snel ingrijpen had ze kunnen redden’ HTTP,anger
125,125,2022-10-20 17:13:21+00:00,🟥 18:56 De Telegraaf: PREMIUM Vrienden Sanne gebroken: ’Hebe w.…,anger
126,126,2022-10-20 17:13:21+00:00,"The race today was won by 14m: 
🟩 17:43 De Gelderlander: Reacties op overlijden Hebe en Sanne: ‘D.…
🟥 17:58 De Stentor: Reacties op overlijden Hebe en Sanne: ‘D.…
🟥 18:34 De Stentor: Vermiste Sanne en Hebe omgekomen door no.…",neutral
127,127,2022-10-20 17:13:01+00:00,@USER @USER Hebe.,neutral
128,128,2022-10-20 17:12:00+00:00,@USER Wat een intens mooie foto vol liefde! Ik hoop dat ze beide niet hebben hoeven lijden en nu samen zijn rust zacht lieve Sanne en Hebe,joy
129,129,2022-10-20 17:11:40+00:00,"Gisteravond werd een auto geborgen met daarin 2 lichamen. Vandaag bevestigde de politie dat het gaat om de lichamen van Hebe en Sanne. Opsporing Verzocht-presentator Anniko van Santen: “Het speelt voortdurend in je hoofd, omdat het zo’n uitzonderlijk verhaal is”. #KhalidenSophie HTTP",neutral
130,130,2022-10-20 17:11:28+00:00,Politie gaat uit van noodlottig ongeval Hebe en Sanne: ’Alleen snelle redding had kunnen helpen’ HTTP via @USER,anger
131,131,2022-10-20 17:08:03+00:00,"Rijkswaterstaat zag sporen Hebe en Sanne eerder al, maar ondernam geen actie HTTP",neutral
132,132,2022-10-20 17:07:56+00:00,Politie gaat uit van noodlottig ongeval Sanne en Hebe: ‘Alleen snel ingrijpen had ze kunnen redden’ HTTP,anger
133,133,2022-10-20 17:07:49+00:00,Reacties op overlijden Hebe en Sanne: ‘Dank voor de enorme opkomst van afgelopen dagen’ HTTP,joy
134,134,2022-10-20 17:06:40+00:00,Reacties op overlijden Hebe en Sanne: ‘Dank voor de enorme opkomst van afgelopen dagen’ HTTP,joy
135,135,2022-10-20 17:05:36+00:00,"Rijkswaterstaat zag sporen Hebe en Sanne eerder al, maar ondernam geen actie HTTP",neutral
136,136,2022-10-20 16:59:09+00:00,@USER Rust zacht lieve Sanne en Hebe 🌷veel te jong HTTP,joy
137,137,2022-10-20 16:59:07+00:00,"@USER Kiek maar ff bij Martin ⬆️
Geeft geen pas.

Sanne en Hebe was een gruwelijk ongeluk inderdaad 😿",neutral
138,138,2022-10-20 16:58:38+00:00,Alleen snelle hulpverlening had Hebe (10) en Sanne (26) kunnen redden HTTP,neutral
139,139,2022-10-20 16:58:38+00:00,Alleen snelle hulpverlening had Hebe (10) en Sanne (26) kunnen redden HTTP via @USER,neutral
140,140,2022-10-20 16:55:53+00:00,"Het HebeHuis in Vught wordt herdenkplek voor overleden Hebe (10) HTTP ouders, broers en  zussen allemaal met medeleven HTTP",joy
141,141,2022-10-20 16:53:36+00:00,Politie en Rijkswaterstaat ondernamen dinsdag geen actie na vondst sporen | Hebe en Sanne gevonden | HTTP HTTP,neutral
142,142,2022-10-20 16:52:38+00:00,"@USER Ik zie geen rectificatie....?

Alleen snelle hulpverlening had Hebe (10) en Sanne (26) kunnen redden HTTP",neutral
143,143,2022-10-20 16:51:02+00:00,@USER Ik heb 6 jaar in Den Bosch gewerkt. Ken de plek heel goed. Vader van Hebe is gevangenis bewaarder in Vught van …..je mag er niet aan denken dat!! Vul maar in,joy
144,144,2022-10-20 16:50:28+00:00,Alleen een snel ingrijpen had Hebe (10) en Sanne (26) kunnen redden zegt de politie. Die baseert zich op het ‘sporenbeeld’ en het feit dat de auto waarin het meisje en haar begeleidster zaten op de kop in het water lag. HTTP,anger
